DL
NR=100, NC=3
FORMAT = FULLMATRIX DIAGONAL PRESENT
COLUMN LABELS:
"sex"
"race"
"grade"
LEVEL LABELS:
"Page 1"
DATA:
  2  1 12
  1  5  8
  2  1 10
  2  1 10
  2  1  8
  2  1 12
  1  5  8
  2  1  9
  1  1 11
  1  1  9
  2  1  9
  2  1  9
  2  1 11
  1  1  8
  1  1  8
  2  5  9
  1  1 11
  1  1 10
  1  1 11
  1  5 10
  2  1 11
  2  1  9
  2  1  9
  1  1 11
  2  1 11
  1  1  9
  2  5  7
  2  1 10
  1  1 12
  1  1  7
  2  1  9
  1  1  9
  1  5  8
  1  1 10
  2  1 10
  2  1 11
  2  1  8
  1  1 12
  1  1  8
  2  5  8
  2  1 11
  1  1 11
  2  1 10
  0  5  8
  2  1 10
  1  1 12
  2  3  9
  2  1 10
  2  1  9
  2  1 11
  2  1 11
  2  1 11
  1  1  9
  1  1  8
  2  1 12
  2  1 10
  2  1  7
  2  1  7
  1  1 11
  1  1  9
  1  1 10
  2  1  8
  1  1 10
  1  1 11
  1  5  8
  2  1  9
  2  5  9
  1  1 10
  1  1  7
  1  1  8
  1  1 12
  2  1 11
  1  1 10
  2  1  7
  1  1  9
  1  1  9
  2  1  7
  1  1 10
  1  1 12
  1  1 11
  2  1  9
  1  1  7
  2  1 11
  1  1  8
  1  1 11
  2  1 11
  2  1 12
  2  3  8
  2  1 12
  1  1 10
  2  5 11
  2  5  8
  1  1 12
  1  1  7
  1  5  9
  1  1  9
  1  1 10
  2  5  8
  0  1  7
  2  1 10
